,0,1,2
0,853.7446760739883,778.3438693624939,1000.5034053853159
1,677.3153592535272,637.6672802149217,747.4698106751038
2,601.9314669419726,543.5683162548631,583.9762571909458
3,542.2394073233154,468.6410124555943,510.4547290365906
4,495.3087740617576,414.628308421556,413.0454758323232
5,457.5971098547054,375.68759786242885,342.795770004911
6,428.0214182563749,347.6106693019556,292.13301460436696
7,404.53480860789136,325.5247182002011,255.59599634152022
8,385.87991561771,311.3071451121678,245.06361385158556
9,371.0641124054289,301.06863884473245,221.650437294666
10,270.0854141021208,205.9839085058442,167.51779754672407
11,161.2670415878007,110.25504944826545,121.09382400845726
12,158.87850430841493,107.56806081399924,112.31182813730788
13,156.97753928681132,105.6307375192535,105.97841928515277
14,155.46484785570533,104.2339159112633,101.41088494819047
15,154.26129585309556,103.2267985310882,98.1168658178338
16,153.3038324564446,102.50066322329775,95.74128169943498
17,152.54223258572853,101.97712119215308,94.02805549149207
18,151.93649667312366,101.59965293093413,92.79250924547506
19,151.45477548378994,101.32750649631629,91.90145672773184
20,151.07171438301583,101.13129852435901,91.25884655273353
21,150.76713265632273,100.98984267542428,90.79540828305977
22,150.5249704042205,100.88786294310717,90.46118539310925
23,150.33244905441506,100.81434490659484,90.22015018415851
24,150.1794023547025,100.76134692932877,90.04632016323359
25,150.0577433712514,100.72314298262165,89.9209572492158
26,149.9610399508228,100.69560457965702,89.83054789341247
27,149.88417665361416,100.67575511775044,89.76534638082376
28,149.82308560195108,100.66144853559797,89.71832428663481
29,149.77453223774728,100.65113760875977,89.68441284418293
30,149.7359448173106,100.64370687967198,89.65995655509619
31,149.7052787364094,100.6383521932039,89.64231914327365
32,149.68090858644098,100.63449383762668,89.6295993763996
33,149.66154228505366,100.63171391705558,89.62042612178868
34,149.64615277518772,100.62971119610219,89.6138105445562
35,149.63392370413897,100.62826854279189,89.60903951573488
36,149.62420622546654,100.62722945535535,89.60559874023926
37,149.61648464925318,100.62648113876585,89.60311731821628
38,149.61034913054354,100.62594230372716,89.6013277637204
39,149.60547395551163,100.62555437063983,89.60003717095543
40,149.601600279094,100.62527512846762,89.59910641993588
41,149.59852240254494,100.62507416356289,89.59843517995637
42,149.59607686532797,100.62492956451575,89.5979510944153
43,149.59413377488895,100.62482554697468,89.59760198109859
44,149.59258991523498,100.62475074165945,89.59735020719978
45,149.59136326982443,100.62469696042868,89.59716863263958
46,149.5903886684357,100.62465830705659,89.59703768451101
47,149.58961432778423,100.62463053634522,89.5969432472071
48,149.58899910215152,100.62461059233755,89.59687514081054
49,149.5885102985909,100.62459627560119,89.59682602376915
50,149.58812194073946,100.62458600346605,89.59679060149199
51,149.58781338911774,100.62457863737438,89.59676505561976
52,149.58756824484703,100.62457335842862,89.59674663241447
53,149.58737347845224,100.62456957784778,89.59673334595442
54,149.5872187376677,100.62456687240501,89.59672376400897
55,149.58709579738408,100.62456493801486,89.59671685369341
56,149.58699812261605,100.62456355625284,89.59671187010332
57,149.5869205212265,100.62456257030686,89.59670827603395
58,149.58685886803795,100.62456186764203,89.5967059513398
59,149.5868098855673,100.6245613675564,89.59670427481547
60,149.5867709698624,100.62456101219499,89.59670331966777
61,149.58674005206595,100.62456076011725,89.59670263083586
62,149.58671549246,100.62456079631593,89.59670213406213
63,149.58669598065973,100.62456082507444,89.59670177579852
64,149.58668047916495,100.62456084792402,89.59670177579852
65,149.58666816373852,100.62456086607133,89.59670177579852
66,149.58665837953123,100.62456088049126,89.59670177579852
67,149.58665060629536,100.62456089195047,89.59670177579852
68,149.5866444307181,100.62456090105064,89.59670177579852
69,149.58663952441557,100.6245609082815,89.59670177579852
70,149.5866358214828,100.62456091373858,89.59670177579852
71,149.58663287962116,100.6245609180776,89.59670177579852
72,149.58663054240628,100.62456092152061,89.59670177579852
73,149.58662868557252,100.62456092425816,89.59670177579852
74,149.58662721037268,100.62456092643166,89.59670177579852
75,149.5866261992496,100.62456092792146,89.59670177579852
