,fc,hp,eb,ht,ld
0,49.57199851489594,49.21979906060659,49.19583075081425,50.49291070157244,50.31443616161175
1,49.74609694985668,49.441583312037324,49.41719151239562,0.8394363613876408,50.38896965679885
2,50.546462936977434,50.35138351600341,50.32648699425698,56.62008338746563,50.39357034740436
3,49.528671997605954,49.45226978018235,49.42786912700217,0.8394363613876408,50.400000000000034
4,49.32028118474125,49.26974972725435,49.245740444112016,50.42164619874188,50.39357034740436
5,49.31460138841089,49.27081828316392,49.246808123510505,50.459052080894025,50.38664610614751
6,49.32320878238369,49.26851012098126,49.244501854658665,50.86143375740011,50.29465261516361
7,49.24023760864105,52.888223110810884,48.97920707187666,0.8750133525429646,50.15538224842311
8,49.161172884789096,52.88267674169174,48.844661464421506,0.8750133525429646,50.07384299789743
9,49.23509840159062,52.911172570858355,48.91851231696427,0.8750133525429646,50.15008219713894
10,49.36160195975367,54.53803914983774,49.04488810741179,0.8750133525429646,50.28054499797997
11,49.28767644295209,54.03907664930398,48.971037254868975,0.8750133525429646,50.20430579873846
12,49.36160195975367,55.10360388482417,49.04488810741179,0.8750133525429646,50.28054499797997
13,47.37571683465666,51.77745055774881,47.06411557713591,39.760642395199056,50.321030620643796
14,48.24280033354654,50.64961707671665,48.184391088637824,44.85493689826586,50.28134209826379
15,49.16640939873611,49.453449985146506,49.106090027796995,50.91444144570937,50.110276956594134
16,49.30701355147153,49.271474091552534,49.24765189078971,51.050177404358635,50.25505309909698
17,49.279679780910044,49.307953644066856,49.21912615425214,51.236682457735185,50.18246051348365
18,49.4568775148677,49.24240036879337,49.218413519682656,50.62243031406592,50.31443616161175
19,49.45750207095085,49.24147994248392,49.21749384837716,51.1534252286429,50.19573488292281
20,50.03979980529522,49.12600594078458,49.102114567269155,51.26704344017003,50.02411261748506
21,49.833911592795516,49.16571920637341,49.141795257005924,51.97056446640505,49.91876523264864
22,49.68852642804188,49.195857792199604,49.17190912086323,51.070738323050364,50.15616779002647
23,49.64489744382246,49.20522112930274,49.18126477744249,50.58812656069034,50.27486906871542
