,ele_load,p_el,p_hp,p_eb,p_pv_hour,p_fc_hour,p_bs_hour,p_bs_ch_hour,p_bs_di_hour,g_ht,g_ht_ch,g_ht_di,g_hp,g_eb,g_fc_hour,g_demand,water_load,total_g_load,g_rh,h_fc_hour,h_el,h_hs,h_pur
0,184.5280381954286,0.0,310.23668105827437,0.0,0.0,494.76471925370305,389.10381344534295,0.0,0.0,2631.4157226888633,0.0,0.0,1365.0413966564072,0.0,593.7176631044433,1929.5288067608506,29.230253,1958.7590597608505,0.0,30.922794953356433,0.0,0.0,62.507486076113416
1,189.7325416902856,0.0,315.6225162738261,0.0,0.0,505.3550579641115,389.10381344534295,0.0,0.0,2631.4157226888633,0.0,0.0,1388.7390716048349,0.0,606.4260695569341,1990.6031941617691,4.561947,1995.165141161769,0.0,31.584691122756983,0.0,31.584691122756983,0.0
2,195.558107544,0.0,321.94882457236196,0.0,0.0,517.5069321163619,389.10381344534295,0.0,0.0,2631.4157226888633,0.0,8.832588807069214,1416.5748281183928,0.0,621.0083185396343,2044.2192424650964,2.196493,2046.4157354650963,0.0,32.34418325727262,0.0,0.0,65.0809072216166
3,201.838758857142,0.0,321.94882457236196,0.0,0.0,523.7875834295038,389.10381344534295,0.0,0.0,2621.601735125453,0.0,56.69715418849728,1416.5748281183928,0.0,628.5451001154047,2101.817082422295,0.0,2101.817082422295,0.0,32.73672396434399,0.0,32.73672396434399,0.0
4,208.433397829714,0.0,321.94882457236196,0.0,0.0,530.382222402076,389.10381344534295,0.0,0.0,2558.604897138234,0.0,108.82732994824414,1416.5748281183928,0.0,636.4586668824911,2159.664331949128,2.196493,2161.860824949128,0.0,33.14888890012975,0.0,0.0,33.14888890012975
5,213.285658261714,0.0,321.94882457236196,0.0,0.0,535.2344828340758,389.10381344534295,0.0,0.0,2437.6856416401847,0.0,147.4957566093708,1416.5748281183928,0.0,642.2813794008912,2201.7900171286547,4.561947,2206.351964128655,0.0,33.45215517712974,0.0,0.0,33.45215517712974
6,218.75672971542798,0.0,321.94882457236196,0.0,0.0,540.7055542877898,389.10381344534295,0.0,0.0,2273.8014676297726,0.0,203.056789629445,1416.5748281183928,0.0,648.8466651453479,2232.489589893186,35.988693,2268.4782828931857,0.0,33.79409714298687,0.0,0.0,33.79409714298687
7,224.38272137142798,0.0,321.94882457236196,0.0,0.0,546.3315459437899,389.10381344534295,0.0,0.0,2048.182812485945,0.0,273.9455327140654,1416.5748281183928,0.0,655.5978551325479,2244.741615965006,101.3766,2346.118215965006,0.0,34.145721621486864,0.0,0.0,68.75878635786893
8,244.459437257142,0.0,321.94882457236196,0.0,3.3771929824561404,553.8090357821129,325.01913554676963,0.0,9.222033064934948,1743.7988872480944,0.0,459.04281080175053,1416.5748281183928,0.0,664.5708429385353,2405.0196818586787,135.1688,2540.1884818586786,0.0,34.61306473638206,0.0,34.61306473638206,0.0
9,222.30546502971401,0.0,321.94882457236196,0.0,74.53947368421053,469.7148159178655,272.6149747303753,0.0,0.0,1233.7513196905938,0.0,348.1736107537015,1416.5748281183928,0.0,563.6577791014386,2224.833124973533,103.573093,2328.406217973533,0.0,29.357175994866587,0.0,0.0,29.357175994866587
10,192.8027132125714,0.0,321.94882457236196,0.0,119.40789473684212,401.61016507501023,278.56817065594834,6.266522026919,0.0,846.891752186481,0.0,142.8786945860022,1416.5748281183928,0.0,481.932198090012,1991.880147794407,49.505573,2041.385720794407,0.0,25.100635317188136,0.0,0.0,25.100635317188136
