,0,1,2,3,4,5,6,7,8,9,10,11
113,-14696.270781519504,-17499.022444542534,-10142.049500122499,-10986.776801787095,-10744.225000025684,-10989.596730619967,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843358032778,,
114,-14696.270740775471,-17499.02240252942,-10142.049500122499,-10986.776801787102,-10744.224997857553,-10989.596731482116,-10794.599452650027,-11158.339025888845,-10830.790183941885,-13744.843440900675,,
115,-14696.27071139165,-17499.022369273112,-10142.049500122494,-10986.776801787095,-10744.224999533664,-10989.596730815616,-10794.599452650027,-11158.339025888836,-10830.79018394189,-13744.843503038779,,
116,-14696.270690200594,-17499.022315791248,-10142.049500122494,-10986.776801787091,-10744.224999489157,-10989.596730833313,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843577589174,,
117,-14696.270674918003,-17499.022293345442,-10142.049500122494,-10986.776801787102,-10744.224998359718,-10989.596731282438,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843615419177,,
118,-14696.270663896496,-17499.022275757776,-10142.049500122497,-10986.776801787102,-10744.224999266802,-10989.596730921734,-10794.599452650027,-11158.339025888845,-10830.790183941885,-13744.843643792365,,
119,-14696.27065594799,-17499.022259632624,-10142.049500122494,-10986.776801787102,-10744.22499848392,-10989.59673123304,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843667958856,,
120,-14696.270650877217,-17499.0222467862,-10142.049500122494,-10986.776801787095,-10744.22499918331,-10989.596730954929,-10794.599452650027,-11158.33902588885,-10830.79018394189,-13744.84368571829,,
121,-14696.27064781671,-17499.022227406036,-10142.049500122497,-10986.776801787095,-10744.224999264114,-10989.596730922805,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843708125816,,
122,-14696.270646727464,-17499.022218395294,-10142.049500122499,-10986.776801787102,-10744.224998838037,-10989.59673109223,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843718286062,,
123,-14696.270645941919,-17499.022211566033,-10142.049500122494,-10986.776801787091,-10744.224999209837,-10989.59673094439,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843725837645,,
124,-14696.270645941919,-17499.02220510286,-10142.04950012249,-10986.776801787091,-10744.22499890422,-10989.596731065905,-10794.599452650027,-11158.339025888841,-10830.790183941894,-13744.843732358884,,
125,-14696.270645941919,-17499.022200117983,-10142.049500122499,-10986.776801787102,-10744.224999175616,-10989.596730957997,-10794.599452650027,-11158.339025888841,-10830.790183941885,-13744.84373729726,,
126,-14696.270645941919,-17499.022195477784,-10142.049500122497,-10986.776801787095,-10744.224998956202,-10989.596731045243,-10794.599452650027,-11158.339025888847,-10830.79018394189,-13744.843741979133,,
127,-14696.270645941919,-17499.022191836448,-10142.049500122494,-10986.776801787095,-10744.224999154438,-10989.596730966412,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843745586488,,
128,-14696.270645941919,-17499.022188501916,-10142.049500122494,-10986.776801787095,-10744.22499899677,-10989.596731029113,-10794.599452650027,-11158.339025888841,-10830.790183941885,-13744.843748950983,,
129,-14696.270645941919,-17499.02218584009,-10142.049500122499,-10986.776801787102,-10744.224999141685,-10989.596730971485,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843751587976,,
130,-14696.270645941919,-17499.022183153244,-10142.049500122488,-10986.776801787091,-10744.22499922126,-10989.596730939838,-10794.599452650027,-11158.339025888836,-10830.79018394189,-13744.84375426175,,
131,-14696.270645941919,-17499.022180863252,-10142.049500122497,-10986.776801787091,-10744.224999112974,-10989.596730982903,-10794.599452650027,-11158.339025888845,-10830.790183941886,-13744.843756572322,,
132,-14696.270645941919,-17499.022179416505,-10142.049500122494,-10986.776801787102,-10744.22499919174,-10989.596730951585,-10794.599452650027,-11158.339025888847,-10830.790183941885,-13744.84375800557,,
133,-14696.270645941919,-17499.022177788425,-10142.049500122494,-10986.776801787102,-10744.224999114758,-10989.596730982195,-10794.599452650027,-11158.339025888847,-10830.790183941885,-13744.843759648276,,
134,-14696.270645941919,-17499.022176741455,-10142.049500122494,-10986.776801787095,-10744.224999171756,-10989.596730959525,-10794.599452650027,-11158.33902588884,-10830.790183941894,-13744.843760685475,,
135,-14696.270645941919,-17499.022175583043,-10142.049500122494,-10986.776801787102,-10744.224999116981,-10989.596730981308,-10794.599452650027,-11158.339025888845,-10830.79018394189,-13744.84376185429,,
136,-14696.270645941919,-17499.022174824695,-10142.049500122494,-10986.776801787102,-10744.224999158268,-10989.59673096489,-10794.599452650027,-11158.339025888845,-10830.790183941885,-13744.84376260557,,
137,-14696.270645941919,-17499.022173999787,-10142.04950012249,-10986.776801787099,-10744.224999119257,-10989.596730980402,-10794.599452650027,-11158.339025888847,-10830.790183941885,-13744.843763437886,,
138,-14696.270645941919,-17499.02217344999,-10142.049500122497,-10986.776801787102,-10744.224999149194,-10989.5967309685,-10794.599452650027,-11158.33902588884,-10830.79018394189,-13744.843763982557,,
139,-14696.270645941919,-17499.022172862085,-10142.04950012249,-10986.776801787099,-10744.224999121396,-10989.596730979554,-10794.599452650027,-11158.339025888841,-10830.79018394189,-13744.843764575742,,
