,0,1,2,3,4,5,6,7,8,9,10,11
34,-3170.9950747244684,-5144.363298045391,-6781.062734043221,-4540.399107729182,-5434.998927077496,-5104.847341278659,-7377.084358613206,-5463.412423024765,-1358.2450877415251,-6596.255486991594,,
35,-3169.721603408905,-3322.0233782039195,-4814.0295263182015,-6461.469783544517,-4539.837814071676,-5433.595775400799,-5104.286102226259,-7375.681200421457,-5133.879100706273,-1357.340252897068,-5957.096410290678,
36,-3168.957673697631,-3321.075034497062,-5132.240024365509,-6141.9060800131065,-4539.455813181483,-5432.640832616312,-5087.593629935171,-7374.72625294927,-5452.526010119543,-1354.8433104410115,-6270.393182338852,
37,-3168.6452653164265,-3320.7625513250873,-5131.768647054774,-6141.593646508758,-4857.814681933412,-5432.250300041306,-5076.7859054649925,-7374.335716986307,-5452.3698188325025,-1353.7680939060485,-6274.172503313433,
38,-3168.3248973148407,-3320.4421293859427,-5132.427934355326,-6125.153624753921,-4857.654479172316,-5431.849824118323,-5062.677112550089,-7373.935238611226,-5452.209644145622,-1351.528294013463,-6272.553385673576,
39,-3168.0929902897333,-3320.210183462088,-5133.015594255268,-6115.824695670328,-4857.538512130182,-5431.559928851763,-5055.029421003477,-7373.645341576611,-5452.0936973468415,-1350.4866093117073,-6593.647612029051,
40,-3164.344510806145,-3001.2776838516875,-5133.882527248079,-6424.656843025181,-4857.421970449527,-5431.268590766066,-5045.03072722336,-7372.599559363753,-5451.977170269709,-1348.6511422600627,-6592.992459636762,
41,-3157.8084471903708,-2682.171756205773,-5134.239376888754,-6098.217507652675,-4857.218713560784,-5430.760460164146,-5039.50912584115,-7372.091420232024,-5451.773923912658,-1347.731968327403,-6594.793979439399,
42,-3155.8901250850868,-2363.8787864068468,-5135.162858190313,-6733.140922686664,-4857.4219347370135,-5431.268521489986,-5032.408667691945,-7372.599475401343,-5451.97715268105,-1346.4072079957502,-6917.540482577727,
43,-3155.8901086343403,-2363.878761621143,-5135.567617988209,-6732.686121444875,-4857.421923945496,-5431.26850055432,-5030.1513862114425,-7372.599450029794,-5451.9771473628725,-1345.6382368649972,-6922.888895378712,
44,-4397.001641226737,-3153.824274144146,-2362.042456665431,-5135.161341796099,-6729.706940640169,-4856.503772622652,-5428.973126603337,-5027.702629784717,-7370.3040728812575,-5451.058999988659,-6925.169493719211,
45,-4395.367189281791,-3152.189821724378,-2360.5896049893063,-5134.727702652708,-6727.835953932794,-4855.7773476175735,-5746.185923599857,-5026.06817784234,-7368.4880112040655,-5450.332577831352,-6927.939879029233,
46,-4395.194824946308,-3152.017457388927,-2360.4363882767457,-5454.044017486301,-6727.493005211528,-4855.700739861948,-5745.994406476365,-5025.895813507126,-7368.296492417814,-5450.255972128822,-6931.121198288547,
47,-4395.0944657791915,-3151.917098221831,-2360.347177265147,-5454.211390136508,-6727.269623820848,-4855.656134789327,-5745.882895428701,-5025.795454340174,-7368.1849801710005,-5450.211368536835,-6934.59460763009,
48,-4394.971774429263,-3151.7944068719335,-2360.238116222722,-5454.416007233916,-6727.058211176743,-4855.6016045805145,-5745.746571085011,-5025.672762990438,-7368.048654962494,-5450.156839395869,-6937.415364725341,
49,-4394.3112390496,-3151.721601402201,-2360.17346907034,-5454.5372957626805,-6726.921422067389,-4855.569281229627,-5745.665763558324,-5025.012227611813,-7367.967846811373,-5450.124516815078,-1342.0392559411466,-6940.260277578161
50,-4392.4832025682645,-3151.6340449611166,-2360.095774285507,-5454.68306523077,-6726.787721495948,-4853.647937000646,-5745.568646098575,-5023.184191133358,-7367.870728899597,-5450.085670140547,-1341.8191905922029,-7262.006009561958
51,-4391.381055293032,-3151.581204606182,-2360.048885318482,-5454.771037154057,-6726.701602869467,-4852.478497947222,-5745.510035626055,-5022.082043859853,-7367.812118101352,-5450.062226174748,-1341.5952622108266,-7264.551281339169
52,-4390.075904079314,-3151.518768815508,-2359.9934820025724,-5454.874967384395,-6726.615167420431,-4851.124817180282,-5745.440782012777,-5020.776892648197,-7367.74286425255,-5450.034524890183,-1341.3307037190896,-7266.760426007883
53,-4070.038309313772,-3151.4837050886986,-2359.9623676003703,-5454.954445919094,-6726.5627955952405,-4850.290564289899,-5745.40188939324,-5019.977638352631,-7367.703971463317,-5450.018967958351,-1341.1681425220245,-7269.022987616086
54,-4069.1152218448124,-3151.4534453607,-2359.935516457064,-5455.09611027046,-6726.520053594878,-4849.3422364996795,-5745.368325465252,-5019.054550885125,-7367.670407534188,-5450.0055423867225,-1340.979350121635,-7271.0426329886795
55,-4068.5379467109815,-3151.434513977831,-2359.918717585822,-5455.184739688258,-6726.49212023395,-4848.746758524743,-5745.347326876915,-5018.477275752208,-7367.649408945127,-5449.997142951114,-1340.8612359992844,-7273.117718364051
56,-4067.878164934951,-3151.412901374616,-2359.8995395183233,-5455.285921543424,-6726.464015574846,-4848.073849205374,-5745.32335429336,-5017.817493977214,-7367.625436360753,-5449.987553917378,-7594.240237507567,
57,-4067.458000695295,-3151.3991344317133,-2359.8873233425243,-5455.350373049309,-6726.445566684378,-4847.644217630368,-5745.308084074132,-5017.397329738224,-7367.610166141003,-5449.981445829493,-7596.1793394234,
58,-4066.9860921117133,-3151.3836842152514,-2359.8736135042755,-5455.422704991394,-6726.426739936095,-4847.165481384381,-5745.290946776909,-5016.925421155378,-7367.593028843191,-5449.9745909103785,-7597.993511434188,
59,-4066.6801000619157,-3151.3736644935107,-2359.8647224466818,-5455.469613456061,-6726.414285123655,-4846.854565353903,-5745.279832955305,-5016.619429106066,-7367.581915021205,-5449.970145381592,-7599.864319763799,
60,-4066.3423122181907,-3151.362609639969,-2359.854912858951,-5455.521368007727,-6726.401474128864,-4846.513226428904,-5745.267570971056,-5016.2816412628745,-7367.569653036532,-5449.965240587735,-7601.648987317463,
61,-4066.119325597857,-3470.4426677305505,-2359.8484365617664,-5455.555536401584,-6726.3929092105,-4846.287678836071,-5745.259475599846,-5016.058654642891,-7367.5615576650525,-5449.962002439144,-7603.477418618917,
62,-4065.8773450707986,-3151.3473936221408,-2359.8414112598543,-5455.592601297748,-6726.384078717713,-4846.043851384362,-5745.250693972758,-5015.816674116211,-7367.552776037662,-5449.958489788197,-7605.205515910178,
63,-4065.71473821535,-3151.3420731598767,-2359.836690117126,-5455.617509645768,-6726.378099548353,-4845.879912561865,-5745.244792544548,-5015.654067261023,-7367.546874609254,-5449.9561292168355,-7606.984472135665,
64,-4065.541244563301,-3151.336397955767,-2359.8316541921886,-5455.6440787579995,-6726.371949297165,-4845.705458320541,-5745.238497638592,-5015.480573609246,-7367.540579703081,-5449.95361125437,-7608.729580713283,
65,-4065.4225864285054,-3151.33251637875,-2359.828209852546,-5455.662250801406,-6726.367725125207,-4845.586107426969,-5745.234192214183,-5015.361915474636,-7367.536274278526,-5449.951889084552,-7610.523324670369,
66,-3686.2814050034144,-3152.8917086575784,-2361.558337543126,-5138.933167713738,-6728.314621419462,-4476.99473297062,-5109.852896570267,-4646.257283198631,-7369.698933891896,-5450.816952928412,-6943.554631655797,
67,-3017.7959624484265,-3154.02759181986,-2362.5680114634697,-5139.328839135852,-6729.4503263955485,-4477.246791145272,-5111.114988971861,-4646.509701678737,-7370.961026292393,-5451.321789887748,-677.6818690765006,-6912.197539333706
68,-2996.5888653965903,-3154.816536758122,-2363.2692962742367,-5140.158139993011,-6730.23914330452,-4477.421852502523,-5111.991594986134,-4646.685022881446,-7371.837632305904,-5451.672432292551,-671.0141453279566,-6570.622526491965
69,-2640.713231944147,-3155.5021137250915,-2363.878699951389,-5143.202244925078,-6730.924629767292,-4477.574016026205,-5112.75334958328,-4646.837373800747,-7372.599386902393,-5451.977134130624,-5920.3662484737715,
70,-1982.755419196734,-3155.502112299588,-2363.878699476213,-5143.202244925082,-6730.924562932532,-4477.5738808800625,-5112.753349583282,-4646.837373800745,-7372.599386902391,-5451.977134130626,-5925.836158480564,
71,-1643.9261396131647,-3155.5021122996054,-2363.878699951389,-5143.202244925078,-6730.924514732574,-4477.57378341523,-5112.753349583282,-4646.837373800747,-7372.599386902395,-5451.977134130624,-5282.361432943194,
72,-1314.90333692022,-3155.5021122996154,-2045.3636028787905,-5143.20224492508,-6730.924479971674,-4477.573713125442,-5112.75334958328,-4646.837373800747,-7372.599386902392,-5451.977134130626,-5286.345647860906,
73,-1310.1844138184051,-3155.351128336774,-2045.3636028787887,-5143.202244925081,-6730.924454902776,-4477.573662433779,-5112.753349583282,-4646.837373800747,-7372.5993869023905,-5451.977134130624,-5283.591633575662,
74,-990.3126977080636,-3155.7390801532933,-2045.7515551573729,-5143.202244925082,-6730.924436823563,-4477.573625875918,-5112.75334958328,-4646.8373738007485,-7372.599386902398,-5451.977134130624,-4009.3328098611196,
75,-983.5033583281985,-3155.7390801532933,-2045.7515563779905,-5143.202244925081,-6730.924423785174,-4477.573599511075,-5112.75334958328,-4646.837373800745,-7372.599386902392,-5451.977134130626,-4006.5429589752,
76,-981.979481219041,-3155.739080153292,-2045.7515571234358,-5143.2022449250835,-6730.924414382136,-4477.573580497254,-5112.75334958328,-4646.837373800747,-7372.599386902391,-5451.977134130626,-4008.652915259283,
77,-981.8823289224941,-3155.739080153294,-2045.7515571234358,-5143.202244925082,-6730.924407600844,-4477.573566784846,-5112.75334958328,-4646.837373800747,-7372.59938690239,-5451.977134130626,-4006.699331626674,
78,-978.7580939249877,-3474.826436666479,-5143.202244925081,-6730.924402710303,-4477.573556895718,-5112.75334958328,-4646.837373800747,-7372.599386902393,-5451.977134130624,-3689.4489750802027,,
79,-657.0282473533081,-3474.8264362035798,-5143.202244925081,-6730.92439918334,-4524.183384417427,-5431.268448479393,-4646.837373800747,-7372.599386902396,-5451.977134130624,-4006.772901288781,,
80,-655.9036473529427,-3474.8264362035798,-5143.20224492508,-6730.924396639761,-4524.701953820322,-5431.268448478729,-4646.837373800747,-7372.599386902395,-5451.977134130622,-4646.704389182064,,
81,-654.6158376692599,-3474.84989745399,-5142.906498206545,-6731.098840034682,-4524.640700172297,-5431.462276511588,-4646.876139407259,-7373.378578820488,-5452.054665343515,-4326.105438513542,,
82,-653.7981496717056,-3475.215031185579,-5142.185113165491,-6731.614956421797,-4524.604716971878,-5432.03574063456,-4646.990832231719,-7373.952042942837,-5452.284050992036,-4326.888530561174,,
83,-652.9511712674977,-3475.1777010383576,-5142.206963806809,-6731.577625320541,-4524.588134502533,-5431.761135930142,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.4210522502954,,
84,-652.9511712674977,-3475.1777010383566,-5142.206963806806,-6731.577624632491,-4524.571666089777,-5431.761135930165,-4646.942951874533,-7373.3531836621205,-5452.397834429816,-4006.4113984091705,,
85,-652.9511712674977,-3475.1777010383594,-5142.206963806807,-6731.577624136277,-4524.56669580724,-5431.761135930169,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.404436549986,,
86,-652.9511712674977,-3475.177701038358,-5142.206963806811,-6731.577623778418,-4524.560377042663,-5431.761135930178,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3994160342877,,
87,-652.9511712674996,-3475.177701038357,-5142.206963806807,-6731.5776235203375,-4524.55355298012,-5431.761135930187,-4646.942951874533,-7373.353183662119,-5452.3978344298175,-4006.395795528673,,
88,-652.9511712674977,-3475.1777010383585,-5142.206963806805,-6731.577623334217,-4524.552285204357,-5431.761135930189,-4646.942951874533,-7373.3531836621205,-5452.397834429816,-4006.3931846439755,,
89,-652.9511712674996,-3475.1777010383576,-5142.206963806808,-6731.577623199988,-4524.54992447582,-5431.761135930193,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.391301847048,,
90,-652.9511712674977,-3475.1777010383594,-5142.206963806808,-6731.577623103186,-4524.5470225779245,-5431.761135930196,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3899441079902,,
91,-652.9511712674996,-3475.177701038359,-5142.206963806805,-6731.577623033374,-4524.546862666604,-5431.761135930196,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3889650106366,,
92,-652.9511712674977,-3475.177701038358,-5142.20696380681,-6731.577623033373,-4524.545982265766,-5431.761135930196,-4646.942951874533,-7373.353183662119,-5452.3978344298175,-4006.388258966523,,
93,-652.9511712674977,-3475.1777010383557,-5142.206963806807,-6731.577623033371,-4524.544712780236,-5431.761135930198,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.387749830502,,
94,-652.9511712674996,-3475.177701038358,-5142.206963806807,-6731.577623033373,-4524.544819770234,-5431.761135930198,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3873826907497,,
95,-652.9511712674977,-3475.1777010383576,-5142.206963806808,-6731.577623033371,-4524.544492200686,-5431.7611359302,-4646.942951874533,-7373.353183662116,-5452.3978344298175,-4006.3871179479534,,
96,-652.9511712674977,-3475.1777010383585,-5142.206963806807,-6731.577623033371,-4524.54392020734,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.3978344298175,-4006.386927045484,,
97,-652.9511712674996,-3475.177701038357,-5142.206963806807,-6731.577623033372,-4524.544048649728,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.3978344298175,-4006.3867893901547,,
98,-652.9511712674996,-3475.1777010383594,-5142.206963806808,-6731.577623033371,-4524.543927213281,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3866901315896,,
99,-652.9511712674977,-3475.17770103836,-5142.206963806809,-6731.577623033373,-4524.543661948342,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3866185608126,,
100,-652.9511712674977,-3475.1777010383585,-5142.206963806808,-6731.577623033371,-4524.543756843469,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3865668484827,,
101,-652.9511712674977,-3475.1777010383576,-5142.206963806808,-6731.577623033373,-4524.543712075847,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.38652955453,,
102,-652.9511712674977,-3475.177701038358,-5142.20696380681,-6731.577623033373,-4524.543585723445,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3865026588387,,
103,-652.9511712674977,-3475.17770103836,-5142.206963806807,-6731.577623033372,-4524.543646031801,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386483262176,,
104,-652.9511712674977,-3475.177701038358,-5142.206963806808,-6731.577623033371,-4524.543629678293,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3864692736706,,
105,-652.9511712674977,-3475.1777010383594,-5142.20696380681,-6731.577623033373,-4524.543568053814,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3864591854244,,
106,-652.9511712674977,-3475.1777010383585,-5142.206963806808,-6731.577623033371,-4524.543603748925,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386451909975,,
107,-652.9511712674996,-3475.1777010383576,-5142.20696380681,-6731.577623033373,-4524.54359787153,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386446663061,,
108,-652.9511712674996,-3475.1777010383566,-5142.206963806807,-6731.577623033373,-4524.5435672037,-5431.761135930198,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3864428790826,,
109,-652.9511712674996,-3475.177701038359,-5142.206963806809,-6731.577623033371,-4524.543587508894,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386440150153,,
110,-652.9511712674977,-3475.1777010383594,-5142.206963806808,-6731.577623033373,-4524.543585464852,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386438182096,,
111,-652.9511712674977,-3475.177701038357,-5142.206963806808,-6731.577623033371,-4524.543569941219,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386436762773,,
112,-652.9511712674977,-3475.17770103836,-5142.206963806808,-6731.577623033371,-4524.543581216306,-5431.7611359302,-4646.942951874533,-7373.353183662116,-5452.397834429816,-4006.3864357391817,,
113,-652.9511712674977,-3475.1777010383576,-5142.206963806807,-6731.577623033373,-4524.543580559268,-5431.7611359302,-4646.942951874533,-7373.3531836621205,-5452.397834429819,-4006.386435000991,,
114,-652.9511712674977,-3475.1777010383603,-5142.206963806809,-6731.577623033373,-4524.543572584896,-5431.7611359302,-4646.942951874533,-7373.353183662119,-5452.39783442982,-4006.386434468617,,
115,-652.9511712674977,-3475.177701038358,-5142.206963806808,-6731.577623033373,-4524.543578749623,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386434084684,,
116,-652.9511712674996,-3475.1777010383576,-5142.206963806808,-6731.577623033373,-4524.543578585934,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3864338077974,,
117,-652.9511712674977,-3475.1777010383603,-5142.206963806808,-6731.577623033371,-4524.54357443185,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.3978344298175,-4006.386433608112,,
118,-652.9511712674996,-3475.1777010383585,-5142.206963806807,-6731.577623033375,-4524.543577768107,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3864334641,,
119,-652.9511712674996,-3475.177701038358,-5142.206963806807,-6731.577623033372,-4524.543574888689,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386433360244,,
120,-652.9511712674977,-3475.1777010383557,-5142.206963806807,-6731.577623033372,-4524.54357746103,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386433285346,,
121,-652.9511712674996,-3475.1777010383557,-5142.206963806807,-6731.577623033371,-4524.543577758204,-5431.761135930198,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.386433231328,,
122,-652.9511712674977,-3475.177701038358,-5142.206963806808,-6731.577623033371,-4524.543576191112,-5431.761135930202,-4646.942951874533,-7373.353183662116,-5452.397834429816,-4006.38643319237,,
123,-652.9511712674996,-3475.1777010383557,-5142.206963806807,-6731.577623033372,-4524.543577558588,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3864331923733,,
124,-652.9511712674996,-3475.177701038357,-5142.206963806808,-6731.577623033371,-4524.543576434551,-5431.7611359302,-4646.942951874533,-7373.353183662119,-5452.3978344298175,-4006.3864331923696,,
125,-652.9511712674977,-3475.177701038357,-5142.206963806808,-6731.577623033373,-4524.543577432715,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3864331923714,,
126,-652.9511712674996,-3475.177701038357,-5142.206963806808,-6731.577623033371,-4524.543576625721,-5431.7611359302,-4646.942951874533,-7373.353183662117,-5452.397834429819,-4006.386433192371,,
127,-652.9511712674996,-3475.1777010383566,-5142.206963806807,-6731.577623033374,-4524.543577354853,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3864331923724,,
128,-652.9511712674996,-3475.177701038356,-5142.20696380681,-6731.577623033375,-4524.543576774932,-5431.761135930202,-4646.942951874533,-7373.353183662116,-5452.397834429816,-4006.3864331923714,,
129,-652.9511712674996,-3475.177701038356,-5142.206963806808,-6731.577623033371,-4524.54357730793,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386433192371,,
130,-652.9511712674977,-3475.1777010383576,-5142.206963806808,-6731.577623033375,-4524.5435776006,-5431.761135930202,-4646.942951874533,-7373.353183662116,-5452.397834429816,-4006.3864331923705,,
131,-652.9511712674977,-3475.1777010383576,-5142.206963806808,-6731.577623033371,-4524.54357720234,-5431.761135930202,-4646.942951874533,-7373.353183662116,-5452.397834429816,-4006.386433192374,,
132,-652.9511712674996,-3475.177701038357,-5142.206963806807,-6731.577623033373,-4524.543577492033,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3864331923705,,
133,-652.9511712674977,-3475.1777010383576,-5142.20696380681,-6731.577623033373,-4524.5435772088895,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3864331923687,,
134,-652.9511712674977,-3475.1777010383585,-5142.206963806808,-6731.577623033373,-4524.5435774185335,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.386433192372,,
135,-652.9511712674996,-3475.1777010383585,-5142.206963806807,-6731.577623033373,-4524.5435772170695,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.397834429816,-4006.3864331923696,,
136,-652.9511712674996,-3475.177701038358,-5142.206963806807,-6731.577623033372,-4524.543577368918,-5431.761135930202,-4646.942951874533,-7373.353183662117,-5452.3978344298175,-4006.3864331923733,,
137,-652.9511712674996,-3475.177701038358,-5142.206963806808,-6731.577623033373,-4524.543577225456,-5431.761135930202,-4646.942951874533,-7373.353183662119,-5452.397834429816,-4006.3864331923733,,
