,g_fc,h_fc,g_hp,p_hp,g_ht_di,g_ht_ch,g_eb,g_total_demand,g_rh
0,"[15.541418057142858, 11.573201828571433, 2.9293961142857032, 0.5572059428571431, 0.0, 0.0, 0.010787657142856894, 22.70620814436083, 21.97112679684896, 48.181167747677314, 19.577771510099602, 0.0, 0.0, 40.921808093038585, 44.044950939703135, 0.0, 0.0, 4.184069936119165, 81.27172535550626, 128.1082752, 118.35815616000001, 105.53838582857138, 58.061203200000016, 55.20192685714297]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 84.88628185870698, 333.94716249591903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.41556043400963, 280.47644107122164, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 630.7266722065049, 1416.5748281183928, 340.4732146465602, 0.0, 0.0, 1316.2234633359612, 1292.236870555863, 243.81555457240066, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 241.73592708580057, 602.28081264992, 126.53107737906237, 0.0, 0.0, 511.06764236389273, 503.088490587478, 88.0356381060707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[224.84057066288662, 0.0, 1960.9672688554429, 0.0, 1.7864535, 3.7103265, 29.259565842857143, 59.74549185563917, 87.96447320315103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 28.170787671428613, 9.686610299999991, 0.0]","[277.5809514356625, 0.0, 2420.947245500547, 0.0, 2.205498148148148, 4.5806499999999994, 36.12292079365079, 73.75986648844344, 108.59811506561856, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 34.778750211640265, 11.958778148148138, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.7735735, 3.7103265, 1.7864535, 0.0, 1.7864535, 3.7103265, 29.2703535, 82.4517, 109.9356, 84.2381535, 40.2639135, 65.96136, 40.2639135, 21.98712, 32.98068, 80.527827, 40.2639135, 60.46458, 23.7735735, 56.7542535, 104.43882, 133.7091735, 67.7478135, 34.7671335]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
