,g_fc,h_fc,g_hp,p_hp,g_ht_di,g_ht_ch,g_eb,g_total_demand,g_rh
0,"[3.956725028571432, 0.7403616, 0.0, 0.0, 0.0, 0.0, 221.25924306013712, 322.8527678464398, 121.71062266358207, 33.73531001082228, 13.59701948564542, 0.0, 18.479596772813032, 60.47397303443072, 78.3791165786434, 194.5062878268254, 90.86762760490225, 124.00689483967491, 54.6172624601503, 67.83729389371415, 68.87629851428566, 45.422212114285685, 20.076455314285706, 12.073108114285704]","[0.0, 114.6046202910986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.9523748641061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 962.5857486892158, 961.4027176588395, 953.8055186506689, 1138.6157188754437, 1418.219915389698, 1560.960300848113, 986.9611418732025, 580.3046014531252, 674.2400990048371, 973.8230998021058, 187.28694147898196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 382.42373241784145, 380.31343309236934, 378.4103041347926, 465.7667287651995, 598.9093486184597, 675.9341004472523, 396.9743011989631, 211.82309788008538, 246.35896693539445, 366.9065509384759, 66.76395539453424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[65.24327497142858, 1142.3746379688737, 5.2, 0.0, 5.2, 242.42293850825502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.582737539849703, 97.36270610628584, 235.12370148571432, 343.7777878857143, 177.12354468571428, 89.1268918857143]","[80.5472530511464, 1410.3390592208318, 6.419753086419754, -0.0, 6.419753086419754, 299.2875784052531, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.003379678826793, 120.20087173615536, 290.27617467372136, 424.4170220811288, 218.6710428218695, 110.03319985890656]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[69.2, 10.8, 5.2, 0.0, 5.2, 10.8, 85.2, 240.0, 320.0, 245.2, 117.2, 192.0, 117.2, 64.0, 96.0, 234.4, 117.2, 176.0, 69.2, 165.2, 304.0, 389.2, 197.2, 101.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
