-14.109,0
-14.109,0.067307
-13.416,0.41388
-13.01,0.61661
-12.723,0.76045
-12.5,0.87203
-12.317,0.96319
-12.163,1.0403
-12.03,1.107
-11.912,1.1659
-11.806,1.2186
-11.711,1.2663
-11.624,1.3098
-11.544,1.3498
-11.47,1.3868
-11.401,1.4213
-11.336,1.4536
-11.276,1.4839
-11.219,1.5125
-11.165,1.5395
-11.113,1.5652
-11.065,1.5896
-11.018,1.6128
-10.974,1.6351
-10.931,1.6563
-10.89,1.6767
-10.851,1.6964
-10.813,1.7152
-10.777,1.7334
-10.742,1.751
-10.708,1.7679
-10.675,1.7843
-10.643,1.8002
-10.613,1.8156
-10.583,1.8305
-10.554,1.845
-10.526,1.8591
-10.498,1.8728
-10.471,1.8861
-10.445,1.8991
-10.42,1.9117
-10.395,1.9241
-10.371,1.9361
-10.348,1.9479
-10.325,1.9594
-10.302,1.9706
-10.28,1.9816
-10.259,1.9924
-10.238,2.0029
-10.217,2.0132
-10.197,2.0233
-10.177,2.0332
-10.158,2.0429
-10.139,2.0525
-10.12,2.0618
-10.102,2.071
-10.084,2.08
-10.066,2.0888
-10.049,2.0975
-10.031,2.1061
-10.015,2.1145
-9.9982,2.1227
-9.9819,2.1309
-9.9659,2.1389
-9.9502,2.1467
-9.9346,2.1545
-9.9194,2.1621
-9.9043,2.1697
-9.8895,2.1771
-9.8749,2.1844
-9.8605,2.1916
-9.8464,2.1986
-9.8324,2.2056
-9.8186,2.2125
-9.805,2.2193
-9.7915,2.2261
-9.7783,2.2327
-9.7652,2.2392
-9.7523,2.2457
-9.7396,2.252
-9.727,2.2583
-9.7146,2.2645
-9.7023,2.2707
-9.6902,2.2767
-9.6782,2.2827
-9.6664,2.2886
-9.6547,2.2945
-9.6431,2.3003
-9.6317,2.306
-9.6204,2.3116
-9.6092,2.3172
-9.5982,2.3227
-9.5872,2.3282
-9.5764,2.3336
-9.5657,2.339
-9.5552,2.3442
-9.5447,2.3495
-9.5343,2.3547
-9.5241,2.3598
-9.5139,2.3649
-9.5039,2.3699
-9.4939,2.3749
-9.4841,2.3798
-9.4743,2.3847
-9.4646,2.3895
-9.4551,2.3943
-9.4456,2.399
-9.4362,2.4037
-9.4269,2.4084
-9.4177,2.413
-9.4086,2.4175
-9.3995,2.4221
-9.3905,2.4266
-9.3816,2.431
-9.3728,2.4354
-9.3641,2.4398
-9.3554,2.4441
-9.3469,2.4484
-9.3384,2.4526
-9.3299,2.4569
-9.3215,2.4611
-9.3132,2.4652
-9.305,2.4693
-9.2969,2.4734
-9.2888,2.4774
-9.2807,2.4815
-9.2728,2.4854
-9.2648,2.4894
-9.257,2.4933
-9.2492,2.4972
-9.2415,2.5011
-9.2338,2.5049
-9.2262,2.5087
-9.2187,2.5125
-9.2112,2.5162
-9.2038,2.5199
-9.1964,2.5236
-9.1891,2.5273
-9.1818,2.5309
-9.1746,2.5345
-9.1674,2.5381
-9.1603,2.5417
-9.1532,2.5452
-9.1462,2.5487
-9.1392,2.5522
-9.1323,2.5557
-9.1254,2.5591
-9.1186,2.5625
-9.1118,2.5659
-9.1051,2.5693
-9.0984,2.5726
-9.0918,2.5759
-9.0852,2.5792
-9.0786,2.5825
-9.0721,2.5858
-9.0656,2.589
-9.0592,2.5922
-9.0528,2.5954
-9.0464,2.5986
-9.0401,2.6018
-9.0339,2.6049
-9.0276,2.608
-9.0214,2.6111
-9.0153,2.6142
-9.0092,2.6172
-9.0031,2.6203
-8.997,2.6233
-8.991,2.6263
-8.9851,2.6293
-8.9791,2.6323
-8.9732,2.6352
-8.9674,2.6381
-8.9615,2.6411
-8.9557,2.644
-8.95,2.6468
-8.9443,2.6497
-8.9386,2.6525
-8.9329,2.6554
-8.9273,2.6582
-8.9217,2.661
-8.9161,2.6638
-8.9105,2.6666
-8.905,2.6693
-8.8996,2.6721
-8.8941,2.6748
-8.8887,2.6775
-8.8833,2.6802
-8.8779,2.6829
-8.8726,2.6855
-8.8673,2.6882
-8.862,2.6908
-8.8568,2.6934
-8.8515,2.6961
-8.8463,2.6987
-8.8412,2.7012
-8.836,2.7038
-8.8309,2.7064
-8.8258,2.7089
-8.8208,2.7114
-8.8157,2.714
-8.8107,2.7165
-8.8057,2.719
-8.8008,2.7214
-8.7958,2.7239
-8.7909,2.7264
-8.786,2.7288
-8.7812,2.7312
-8.7763,2.7337
