,P_fc,P_el,P_pv,P_hp,P_bs,H_hs,P_eb,G_ht,Obj
0,688.1080239026317,199.58362415172874,1100.0,354.7637047382075,427.4330749638803,100.0,254.8282974963015,4218.297522152367,3346349.455443952
